subjectCode,MSVList,numberStudents
BIO3262 TNS,"[20000590, 20000701, 20001199, 20002899, 20003005, 20003220, 20003445, 20003582, 20003582, 20003622, 20003785, 20003791, 20004828, 20005102, 20005420, 20006075, 20006314, 20007092, 20008511, 20008788, 20009254, 20009315, 20009805, 20009913]",24
BIO3263 TNS,"[17008800, 18005895, 21001645, 21002176, 21003245, 21003746, 21004418, 21005556, 21005784, 21005845, 21006444, 21006482, 21006683, 21006710, 21006730, 21007510, 21008398, 21009352, 21009489]",19
BIO3301 CLCCNS,"[18000274, 18000908, 18001344, 18001486, 18002132, 18002740, 18003592, 18003708, 18004065, 18004162, 18004725, 18005092, 18005525, 18006910, 18007049, 18007345, 18008053, 18008172, 18008659, 18009108, 18009851]",21
BIO3302,"[16003600, 16004736, 17017132, 18001902, 18003155, 18004828, 18006622, 18006748, 18007627, 18008250, 19000128, 19000401, 19000697, 19000701, 19000702, 19001097, 19001122, 19001343, 19001423, 19001501, 19001565, 19001615, 19001814, 19001896, 19001940, 19002246, 19002315, 19002324, 19002327, 19002472, 19002899, 19002954, 19003089, 19003123, 19003248, 19003350, 19003507, 19003516, 19003549, 19004137, 19004235, 19004298, 19004658, 19004665, 19004738, 19004751, 19004771, 19004822, 19005034, 19005102, 19005106, 19005375, 19005420, 19005906, 19005928, 19006034, 19006053, 19006082, 19006621, 19006637, 19007583, 19007657, 19007889, 19007983, 19008064, 19008271, 19008293, 19008318, 19008323, 19008839, 19008915, 19009041, 19009046, 19009046, 19009059, 19009197, 19009590, 19009663, 19009699, 19009870, 19009946, 19009994, 19010232, 19010426, 19011146, 19012728, 19013220, 19014027, 19014458, 19015600, 19017992, 19019575, 19019673, 19019984]",94
BIO3302E CLCCNS,"[17005075, 18004162, 19000013, 19000061, 19000203, 19000515, 19000547, 19000758, 19000762, 19000929, 19000983, 19001210, 19001370, 19001513, 19001727, 19001761, 19001788, 19001925, 19001974, 19002331, 19002691, 19002697, 19002853, 19002880, 19003063, 19003223, 19003347, 19003379, 19003529, 19003700, 19003801, 19003874, 19004004, 19004045, 19004159, 19004261, 19004395, 19004397, 19004408, 19004495, 19004603, 19004922, 19004945, 19005059, 19005510, 19005524, 19005687, 19005818, 19005900, 19005950, 19006057, 19006272, 19007110, 19007156, 19007345, 19007359, 19007511, 19007640, 19007762, 19007896, 19008070, 19008112, 19008182, 19008182, 19008496, 19008569, 19008602, 19008617, 19008662, 19008686, 19008761, 19008932, 19009072, 19009078, 19009194, 19009428, 19009535, 19009555, 19009557, 19009742, 19009774, 19009962, 20001469, 20005372, 21005681, 21006522, 21006856, 21008172, 21008800]",89
BIO3303,"[17005898, 18005463, 18006622, 18007408, 18007627, 18008250, 18009538, 19000128, 19000401, 19000697, 19000701, 19000702, 19001097, 19001122, 19001343, 19001423, 19001501, 19001565, 19001615, 19001814, 19001896, 19001940, 19002246, 19002315, 19002324, 19002327, 19002472, 19002899, 19002954, 19003089, 19003123, 19003248, 19003350, 19003507, 19003516, 19003549, 19004137, 19004298, 19004658, 19004665, 19004738, 19004751, 19004771, 19004822, 19005034, 19005102, 19005106, 19005375, 19005420, 19005906, 19006034, 19006053, 19006082, 19006621, 19006637, 19007363, 19007583, 19007657, 19007889, 19007983, 19008054, 19008064, 19008271, 19008293, 19008318, 19008323, 19008839, 19008915, 19009041, 19009046, 19009046, 19009059, 19009197, 19009590, 19009663, 19009699, 19009870, 19009946, 19009994, 20000380, 20000545, 20000954, 20001896, 20003032, 20003076, 20003248, 20005375, 20008680]",88
BIO3304,"[17001097, 17006630, 17007746, 17007866, 17008194, 18001200, 18001244, 18002099, 18003517, 18004828, 18005020, 18005934, 18006923, 18007627, 18008250, 18008445, 18009822, 19000128, 19000401, 19000697, 19000701, 19000702, 19001097, 19001122, 19001343, 19001423, 19001501, 19001565, 19001615, 19001814, 19001896, 19001940, 19002246, 19002315, 19002324, 19002327, 19002472, 19002899, 19002954, 19003089, 19003123, 19003248, 19003350, 19003507, 19003516, 19003549, 19004137, 19004235, 19004298, 19004658, 19004665, 19004738, 19004751, 19004771, 19004822, 19005034, 19005102, 19005106, 19005375, 19005420, 19005906, 19005928, 19006034, 19006053, 19006621, 19006637, 19007583, 19007657, 19007889, 19007983, 19008054, 19008064, 19008271, 19008293, 19008318, 19008323, 19008839, 19008915, 19009041, 19009046, 19009046, 19009059, 19009197, 19009590, 19009663, 19009699, 19009870, 19009946, 19009994]",89
BIO3330 CLCCNS,"[17004410, 18000908, 18001071, 18001344, 18001486, 18004065, 18004539, 18005092, 18005556, 18007249, 18008659, 18008836, 18008922]",13
BIO3356 CLCCNS,"[17005618, 19009557, 20000191, 20000254, 20000555, 20000583, 20000740, 20000860, 20000908, 20001015, 20001108, 20001360, 20001371, 20001469, 20001495, 20001610, 20001691, 20001716, 20001945, 20002176, 20002210, 20002566, 20002606, 20002612, 20002962, 20003041, 20003366, 20003556, 20003623, 20003918, 20003943, 20004173, 20004204, 20004373, 20004450, 20004532, 20004590, 20005069, 20005334, 20005550, 20005603, 20005681, 20005725, 20005952, 20006070, 20006153, 20006156, 20006239, 20006273, 20006451, 20006480, 20006501, 20006598, 20006714, 20006732, 20006748, 20006852, 20006942, 20006980, 20006997, 20007327, 20007475, 20007634, 20007681, 20007768, 20007885, 20008032, 20008297, 20008334, 20008510, 20008663, 20008800, 20009084, 20009385, 20009486, 20009674, 20009683, 20009806, 20009853, 20009918]",80
BIO3370E QTS,"[19000311, 19000370, 19001329, 19002150, 19003033, 19003389, 19004179, 19004410, 19005845, 19006372, 19006612, 19007750, 19009907]",13
BIO3372E QTS,"[19000311, 19000370, 19001329, 19002150, 19003033, 19003389, 19004179, 19004410, 19005845, 19006372, 19007750, 19009907]",12
BIO3373 TNS,"[17006598, 20000590, 20000701, 20001199, 20001462, 20002899, 20003005, 20003220, 20003445, 20003582, 20003582, 20003622, 20003785, 20003791, 20004828, 20005102, 20005420, 20006075, 20006314, 20007092, 20008511, 20008788, 20009254, 20009315, 20009805, 20009913]",26
BIO3377 TNS,"[17008800, 18000338, 19001710, 19001862, 19002611, 19003433, 19003782, 19003918, 19004449, 19004693, 19004839, 19005255, 19005337, 19005618, 19005898, 19006596, 19006950, 19007115, 19007285, 19009193, 19009352, 19009746, 21002523]",23
BIO3400E QTS,"[16003170, 18009818, 21000124, 21001441, 21001763, 21002584, 21002895, 21003055, 21003494, 21003587, 21004127, 21004529, 21004542, 21004654, 21005135, 21005287, 21005299, 21005410, 21005472, 21005788, 21005829, 21006322, 21006693, 21007764, 21008106, 21008261, 21008782, 21008909, 21009048, 21009845]",30
BIO3401E QTS,"[18009818, 20000012, 20000567, 20002391, 20003227, 20003546, 20003659, 20003951, 20006053, 20006067, 20006357, 20006950, 20007053, 20007691, 20008474, 20008624, 20009837]",17
BIO3403E QTS,"[18009818, 20000012, 20000567, 20002391, 20003227, 20003546, 20003659, 20003951, 20006053, 20006067, 20006357, 20006950, 20007053, 20007691, 20008474, 20008624, 20009837]",17
BIO3405E QTS,"[16004795, 18009818, 20000012, 20000567, 20002391, 20003227, 20003546, 20003659, 20003951, 20006053, 20006067, 20006357, 20006950, 20007053, 20007691, 20008474, 20008624, 20009837]",18
BIO3504 TNS,"[17006598, 19006596, 20000590, 20000701, 20001199, 20002899, 20003005, 20003220, 20003445, 20003582, 20003582, 20003622, 20003785, 20003791, 20004828, 20005102, 20005420, 20006075, 20006314, 20007092, 20008511, 20008788, 20009254, 20009315, 20009805, 20009913]",26
BIO3701 TNS,"[18000338, 18008398, 19000203, 19001710, 19001862, 19002611, 19002697, 19003433, 19003782, 19003918, 19004449, 19004693, 19005255, 19005337, 19005618, 19006950, 19007115, 19007285, 19008182, 19009193, 19009194, 19009352, 19009746]",23
BIO3802E CLCCNS,"[17005075, 18004162, 18005556, 19000013, 19000061, 19000203, 19000515, 19000547, 19000758, 19000762, 19000929, 19000983, 19001210, 19001370, 19001513, 19001727, 19001761, 19001788, 19001925, 19001974, 19002331, 19002691, 19002697, 19002853, 19002880, 19003063, 19003223, 19003347, 19003379, 19003529, 19003544, 19003801, 19003874, 19004004, 19004159, 19004261, 19004395, 19004408, 19004495, 19004603, 19004922, 19004945, 19005059, 19005510, 19005524, 19005687, 19005818, 19005900, 19005950, 19006057, 19006272, 19007110, 19007156, 19007345, 19007359, 19007511, 19007640, 19007762, 19007896, 19008070, 19008112, 19008182, 19008182, 19008496, 19008569, 19008602, 19008617, 19008686, 19008761, 19008932, 19009078, 19009194, 19009428, 19009535, 19009555, 19009557, 19009742, 19009774, 19009962, 21005681, 21009084]",81
BIO3803E CLCCNS,"[18002132, 18009108, 20000191, 20000254, 20000555, 20000583, 20000740, 20000860, 20000908, 20001015, 20001108, 20001360, 20001371, 20001462, 20001469, 20001495, 20001610, 20001691, 20001716, 20001945, 20002176, 20002210, 20002566, 20002606, 20002612, 20002962, 20003041, 20003366, 20003556, 20003623, 20003918, 20003943, 20004204, 20004350, 20004373, 20004450, 20004532, 20004590, 20005069, 20005334, 20005372, 20005550, 20005603, 20005681, 20005725, 20005952, 20006070, 20006153, 20006156, 20006239, 20006273, 20006451, 20006480, 20006501, 20006598, 20006714, 20006732, 20006748, 20006852, 20006942, 20006980, 20006997, 20007327, 20007475, 20007634, 20007681, 20007768, 20007885, 20008032, 20008297, 20008334, 20008510, 20008657, 20008663, 20008800, 20009084, 20009385, 20009486, 20009489, 20009674, 20009683, 20009806, 20009853, 20009918, 21007510]",85
CHE1048,"[17002137, 17004373, 17007595, 17007975, 18001018, 18003770, 18017424, 18018317, 19001996, 19002193, 19003296, 19003364, 19003811, 19004071, 19004103, 19004537, 19004659, 19004813, 19005320, 19005783, 19006264, 19006493, 19007835, 19007870, 19008012, 19008129, 19008132, 19008220, 19008393, 19008432, 19008436, 19011950, 19013363, 20000320, 20000621, 20000624, 20000753, 20000821, 20001038, 20001059, 20001197, 20001468, 20001473, 20001490, 20001628, 20001759, 20001946, 20002119, 20002246, 20002302, 20002696, 20002698, 20002966, 20003083, 20003174, 20003187, 20003291, 20003412, 20003454, 20003462, 20003871, 20004098, 20004404, 20004659, 20004730, 20005105, 20005120, 20005520, 20005725, 20005756, 20005780, 20005893, 20006152, 20006304, 20006493, 20006596, 20006831, 20006856, 20007203, 20007283, 20007714, 20007737, 20007748, 20007885, 20008012, 20008923, 20008947, 20008996, 20009066, 20009162, 20009240, 20009263, 20009321, 20009353, 20009471, 20009551, 20009979, 21007283]",98
CHE1048 CLCCNH,"[19000231, 19000481, 19000821, 19001144, 19001461, 19001922, 19002104, 19002889, 19003291, 19003462, 19004820, 19004949, 19005780, 19006014, 19006074, 19006490, 19006556, 19006596, 19006980, 19007203, 19007234, 19007714, 19008080, 19008261, 19008295, 19009218, 19009263, 19009416, 19009456, 19009675]",30
CHE1052,"[17008148, 18001899, 18002331, 18014238, 18018909, 19002233, 19002982, 19003291, 19003911, 19004304, 19005811, 19008012, 19010957, 19011199, 19011710, 19011935, 19012105, 19012342, 19012498, 19012532, 19012609, 19013005, 19013023, 19013317, 19013381, 19013517, 19013602, 19013775, 19013942, 19014273, 19014546, 19014547, 19014820, 19015166, 19015643, 19016058, 19016181, 19016276, 19016815, 19016825, 19016853, 19017188, 19017251, 19017275, 19017574, 19018252, 19018448, 19019236, 19019638, 20001038, 20001144, 20001317, 20001461, 20001815, 20001946, 20002358, 20002565, 20003053, 20003187, 20003195, 20003291, 20003911, 20004103, 20004746, 20004899, 20004905, 20005403, 20006110, 20006780, 20006980, 20007123, 20007234, 20007885, 20008080, 20008412, 20008893, 20008905, 20009218, 20009238, 20009471, 20009609, 20009979, 21000582, 21001038, 21002358, 21003021, 21003053, 21003227, 21003871, 21004103, 21004477, 21004730, 21004905, 21005226, 21006069, 21006845, 21007714, 21009066, 21009156, 21009946]",100
CHE1052 CLCCNH,"[18002576, 18004159, 18006869, 18009244, 18009637, 19001144, 19003462, 19005072, 19006596, 19008080, 20003301, 21000004, 21000058, 21000275, 21000761, 21000770, 21000870, 21000950, 21001417, 21001489, 21001565, 21001591, 21001677, 21001679, 21001694, 21001761, 21002076, 21002102, 21002267, 21002434, 21002536, 21002673, 21002887, 21002891, 21002964, 21003006, 21003010, 21003176, 21003184, 21003301, 21003365, 21003394, 21003481, 21003556, 21003628, 21003659, 21003671, 21003691, 21003710, 21003717, 21003988, 21004055, 21004218, 21004264, 21004265, 21004273, 21004575, 21004590, 21004604, 21004613, 21004748, 21004979, 21005020, 21005301, 21005329, 21005366, 21005372, 21005779, 21005952, 21006303, 21006570, 21006590, 21006606, 21006748, 21006790, 21006806, 21006892, 21006902, 21006976, 21006997, 21007082, 21007123, 21007211, 21007307, 21007333, 21007364, 21007665, 21007729, 21007747, 21007802, 21007805, 21008035, 21008170, 21008212, 21008326, 21008334, 21008506, 21009448, 21009472, 21009543, 21009618, 21009641, 21009652, 21009672, 21009674, 21009683, 21009695, 21009929, 21009940]",109
CHE1052 CLCHD,"[18003770, 18004117, 18008415, 18008828, 19004103, 19004905, 19006062, 19008166, 20000196, 20001591, 21000154, 21000191, 21000254, 21000555, 21000583, 21000683, 21000751, 21000860, 21000917, 21001108, 21001233, 21001360, 21001462, 21001469, 21001610, 21001691, 21001716, 21001945, 21002016, 21002147, 21002176, 21002210, 21002400, 21002566, 21002612, 21002962, 21003622, 21003623, 21003697, 21003793, 21003918, 21003943, 21004017, 21004173, 21004204, 21004287, 21004345, 21004373, 21005008, 21005009, 21005069, 21005132, 21005334, 21005336, 21005500, 21006070, 21006153, 21006156, 21006239, 21006451, 21006588, 21006714, 21006732, 21006828, 21006980, 21007254, 21007315, 21007475, 21007634, 21007681, 21007768, 21007885, 21008032, 21008070, 21008082, 21008478, 21008613, 21008663, 21009385, 21009428, 21009486, 21009640, 21009853]",83
CHE1057,"[16000260, 17001218, 17005014, 17005746, 17006630, 17007746, 17105643, 17106080, 17108016, 18000339, 18000511, 18001741, 18001877, 18001996, 18002099, 18002176, 18003041, 18003268, 18004390, 18004546, 18004630, 18004828, 18004983, 18005182, 18005255, 18005600, 18005893, 18006007, 18006702, 18007412, 18007424, 18007705, 18007921, 18007981, 18008714, 18008804, 18102880, 19000775, 19001097, 19001615, 19001652, 19002671, 19003032, 19003076, 19004348, 19004395, 19005667, 19006053, 19006621, 19008828, 19008932, 19009108, 19107921, 20000265, 20003532, 20003659, 20004173, 20004218, 20006852, 20007796, 20008002, 20009932, 20104027, 20104237, 20105898, 20106181, 20106656, 20107460, 20108016, 20109156, 21000127, 21000202, 21000481, 21000833, 21000903, 21001207, 21001304, 21001411, 21001503, 21001736, 21001739, 21002104, 21002225, 21002349, 21002361, 21002752, 21002953, 21003033, 21003659, 21003673, 21003909, 21003951, 21004121, 21004128, 21004348, 21004913, 21005059, 21005075, 21005336, 21005420, 21005954, 21006014, 21006075, 21006264, 21006490, 21006762, 21006848, 21006906, 21007363, 21007399, 21007584, 21007796, 21008166, 21008231, 21008261, 21008590, 21009202, 21009336, 21009432, 21009594, 21100003, 21100015, 21100104, 21100201, 21100897, 21101095, 21101244, 21101344, 21101432, 21101433, 21101571, 21101729, 21101818, 21101833, 21101902, 21102016, 21102302, 21102341, 21102495, 21102509, 21102609, 21102735, 21102752, 21102867, 21102880, 21102889, 21103082, 21103245, 21103292, 21103363, 21103363, 21103371, 21103423, 21103517, 21103532, 21103590, 21103592, 21103691, 21103708, 21103916, 21104023, 21104182, 21104238, 21104418, 21104568, 21104754, 21104901, 21104917, 21104958, 21104983, 21105011, 21105020, 21105269, 21105463, 21105550, 21105559, 21105588, 21105705, 21105845, 21105857, 21105898, 21105934, 21106080, 21106221, 21106345, 21106445, 21106568, 21106622, 21106630, 21106634, 21106656, 21106867, 21106923, 21107034, 21107046, 21107052, 21107063, 21107143, 21107249, 21107410, 21107460, 21107474, 21107582, 21107627, 21107660, 21107794, 21107861, 21107921, 21107957, 21108053, 21108197, 21108250, 21108317, 21108445, 21108468, 21108514, 21108520, 21108537, 21108714, 21108922, 21108977, 21109156, 21109176, 21109314, 21109388, 21109538, 21109805, 21109818, 21109822, 21109837, 21109918, 21109980]",232
CHE1057 CLCCNS,"[17005618, 17007402, 18001615, 18008037, 19000929, 19003347, 19004159, 19005900, 19009637, 20000191, 20000254, 20000555, 20000583, 20000740, 20000860, 20000908, 20001015, 20001108, 20001360, 20001371, 20001469, 20001495, 20001610, 20001691, 20001716, 20001945, 20002210, 20002606, 20002612, 20002962, 20003041, 20003366, 20003556, 20003623, 20003918, 20003943, 20004204, 20004350, 20004373, 20004450, 20004590, 20005069, 20005334, 20005372, 20005500, 20005550, 20005603, 20005681, 20005725, 20005952, 20006153, 20006156, 20006239, 20006273, 20006451, 20006501, 20006598, 20006714, 20006732, 20006942, 20006980, 20006997, 20007327, 20007475, 20007681, 20007768, 20007885, 20008032, 20008297, 20008334, 20008510, 20008657, 20008663, 20008800, 20009084, 20009385, 20009486, 20009489, 20009674, 20009683, 20009806, 20009853, 21001887, 21006580, 21007510]",85
CHE1057 QTS,"[18004558, 20000012, 20000567, 20001803, 20002391, 20003227, 20003546, 20003659, 20003951, 20006053, 20006067, 20006357, 20006950, 20007053, 20007691, 20008474, 20008624, 20009837, 21000567, 21003239, 21100299, 21102746]",22
CHE1065,"[17000012, 17002137, 17005657, 17005895, 17008170, 17008451, 18000702, 18001899, 18002665, 18004034, 18008045, 19008132, 19017502, 20001144, 20001759, 20003462, 20005634, 20006596, 20009471]",19
CHE1067,"[17000196, 17001723, 17007595, 18001018, 18004826, 18005687, 18006162, 18006345, 18006412, 18008732, 18009324, 18009814, 18018250, 19002265, 19004659, 19004813, 19005311, 19008393, 19008432, 19009817, 20009623]",21
CHE1067 CLCHD,"[17005657, 17007975, 18002897, 18009244, 19000127, 19000481, 19000582, 19000621, 19001763, 19001887, 19002110, 19002246, 19002361, 19002505, 19002752, 19003155, 19003317, 19003453, 19003602, 19004073, 19004477, 19004730, 19004820, 19004905, 19005072, 19005420, 19005756, 19005860, 19006014, 19006067, 19006074, 19006075, 19006080, 19006304, 19006490, 19006580, 19006606, 19006752, 19006845, 19007034, 19007131, 19007283, 19007520, 19007714, 19007796, 19008129, 19008231, 19008261, 19008412, 19008474, 19008624, 19008782, 19009066, 19009238, 19009745, 19009830, 19009892, 19009894]",58
