classCode,MSVList,numberStudents
CHE3300 1,"[20006929, 20001741, 20009353, 20001490, 20004659, 20007258, 20007748, 20004969, 20001059, 20008220, 20001815, 20000624, 18000665, 20008947, 20001337, 18000951, 21002960, 20001423, 20003296, 19004886, 20009851, 18000326, 20006362, 20001197, 20006152, 19003551, 20002964, 20006378, 20002119, 20005756, 20006856, 18006452, 18007948, 20006780, 20001946, 18002188, 20001628, 19003251]",38
CHE3300 2,"[20007234, 20009675, 20001922, 20002698, 20005719, 20007113, 20009435, 19000445, 20004362, 20009218, 20000527, 20003021, 20009892, 20003242, 20004836, 20009238, 20006069, 18008045, 20006493, 20008995, 20005072, 20003806, 18004826, 20003187, 20008129, 18004034]",26
CHE3300 3CLCHD,"[20003394, 20003301, 20007333, 20009672, 20003365, 20006892, 20004127, 20003010, 20002887, 20004613, 20001126, 18006869, 20007364, 20008170, 20000950, 20003671, 20003691, 20008074, 20005366, 20002891, 20003717, 20004055, 20004840, 20004575, 20009618, 20003184, 20000761, 20006570, 20000275, 20004979, 20002673, 20001417, 20009428]",33
CHE3300 4CLCHD,"[20004748, 20003659, 20009695, 20004265, 20009652, 19001038, 20000891, 20001317, 20001489, 20001565, 19008412, 20007307, 19003602, 20009472, 19006080, 20002960, 20007866, 20007805, 20009929, 20006318, 20000058, 20004218, 20006590, 20007729, 20005301, 20001591, 20006902, 20007665, 20000004, 20009543, 20003176, 20000265, 20000870, 20001677, 20006806, 20002076, 20002911, 19005287, 19000833, 20001679, 20006606, 19009745, 19000127, 20009940, 20004017, 20007082, 20003628, 20008326, 19005420, 20009641, 20007904, 20004287, 20005500]",53
CHE3302 1CLCHD,"[20003394, 20003301, 20004264, 20007333, 20001694, 20005916, 20009672, 20003365, 20006892, 20004127, 20003010, 20002267, 20000254, 20002887, 20009472, 20004613, 20001126, 20007866, 20008864, 20009448, 20006318, 20007364, 20008170, 20000950, 20003671, 20003691, 20002536, 20008074, 20005366, 19001304, 20001677, 20007802, 20002891, 20002964, 20003717, 20004055, 20006683, 20004840, 20004575, 20009618, 20003184, 20000761, 20006570, 20004017, 20000275, 20004979, 20002673, 20001417, 20007904, 20009428, 20005500]",51
CHE3302 2CLCHD,"[19005226, 20004748, 20003659, 20009695, 20004265, 19004905, 20009652, 19001038, 20000891, 20001317, 20001489, 20001565, 20007307, 20002960, 20007805, 20009929, 20000058, 20004218, 20006590, 20007729, 20005301, 20006902, 20007665, 20000004, 20009543, 20003176, 20000265, 20000870, 20006806, 20002076, 20002911, 20001679, 20006606, 20009940, 20007082, 20003628, 20008326, 20009641, 20004287]",39
E363 TTKHMT,"[19008190, 19005045, 19009953, 17007807, 19006753, 19000328, 17009958, 19009346, 19000322, 19004711, 17001317]",11
E476 TTKHMT,"[19008190, 19005045, 19009953, 19006753, 19000328, 19009346, 19000322, 19004711]",8
EVF2007 1,"[20001687, 21009616, 20006404, 20008989, 20000923, 20007303, 20009308, 20007593, 20002650, 20000691, 20001465, 21007601, 20002648, 20009725, 20000458, 20004615, 20003565, 20003136, 20008231, 20000792, 20007163, 20005663, 20001426, 20005143, 20001896, 20002183, 20007932, 20003968, 20000134, 20006989, 20006496, 20009211, 20004165, 20009837, 20009166, 20002553, 20003742, 20004709, 20000448, 20007023, 20004727, 20006186, 20006665, 20007501, 20004560, 20001298, 20008906, 20007461, 20003666, 20003476, 20000137, 20000995, 20006098, 20006975, 20007588, 20004126, 20004644, 20008265, 20001679, 20007579, 20000959, 20006736, 20000394, 20000206, 20005385, 20003300, 20005053, 20004898, 20001801, 20004100, 20005102, 20007178, 20007832, 20008100, 20003876, 20000416, 20003057, 21005295, 20000502, 20003682, 20004645, 20008917, 20006435, 20002478, 20004586, 20004630, 20005461, 20009616, 20006797, 20005795]",90
EVF2032,"[20001687, 21009616, 20006404, 20008989, 20000923, 20007303, 20009308, 20007593, 20002650, 20000691, 20001465, 20002648, 20009725, 20000458, 20004615, 20003565, 20003136, 20008231, 20000792, 20007163, 20005663, 20001426, 20005143, 20001896, 20002183, 20007932, 20003968, 20000134, 20006989, 20006496, 20009211, 20004165, 20009837, 20009166, 20002553, 20003742, 20004709, 20000448, 20007023, 20004727, 20006186, 20006665, 20007501, 20004560, 20001298, 20008906, 20007461, 20003666, 20003476, 20000137, 20000995, 20006098, 20006975, 16006115, 21009132, 20007588, 20004126, 20004644, 20008265, 20001679, 20007579, 20000959, 20006736, 20000394, 20000206, 20005385, 20003300, 20005053, 20004898, 20001801, 20004100, 20005102, 20007178, 20007832, 20008100, 20003876, 20000416, 20003057, 21005295, 20000502, 20003682, 20004645, 20008917, 20006435, 20002478, 20004586, 20004630, 20005461, 20009616, 20006797, 20005795]",91
EVS2017,"[19007246, 19001064, 18002196, 19006503, 19002573, 19004028, 19000258, 19006677, 21003063, 21003801, 19004285, 19000199, 19001703, 19009244, 19005115, 19000969, 19000601, 19001741, 19002233, 19000810, 19006407, 19007154, 19007807, 19008876, 19006069, 19009897, 19005076, 16001379, 19003146, 19004650, 20008932, 19008828, 20003390, 21007110, 19004299, 18004659, 19002425, 19001687, 19009074, 19004908, 19009637]",41
EVS2109,"[19007246, 19001064, 19006503, 19002573, 19004028, 19000258, 19006677, 21001925, 21003801, 19004285, 19000199, 19009244, 19005115, 19000969, 19000601, 20002442, 19001741, 19002233, 19000810, 19006407, 19007154, 20006126, 19007807, 19008876, 19006069, 20000243, 19009897, 19005076, 20000378, 19003146, 19004650, 21008569, 18003268, 20003631, 20000248, 19008828, 20003895, 19004299, 20005254, 20005931, 19001687, 19009074, 19004908, 20002273, 19009637]",45
EVS2301 1,"[20000203, 20004443, 20002576, 20000758, 20001861, 20008772, 20004215, 18007018, 20009194, 21002880, 20007412, 20003266, 20003874, 20007644, 20001788, 20004408, 20008569, 20004004, 20003223, 20008182, 20008662, 20007053, 16003408, 20008932, 20004990, 20008182, 20000894, 20007156, 20009535, 18000511, 20008903, 20002853, 20005458, 18004889, 20008617, 20008602, 20004803]",37
EVS2301 2,"[20005524, 20009158, 20000929, 20003347, 20001803, 20008031, 20002442, 20009215, 20009264, 20006126, 20003152, 20000243, 20006526, 21007640, 20000378, 20009674, 20001258, 20009852, 20001015, 20002133, 20000248, 20000333, 20007467, 20004114, 20006542, 20007759, 20005254, 20004922, 20008496, 20005931, 20000314, 20005182, 21003379, 20000511, 20006060, 20002273, 20007906]",37
EVS2301 3CLCKHMT,"[20008761, 20009742, 20006588, 20003390, 20009538, 20007359]",6
EVS2302 1,"[21009438, 21001338, 21006272, 21005059, 21000259, 21005950, 18003912, 21002523, 21002697, 21002880, 21000983, 21003063, 21002045, 21008686, 21007511, 21002331, 21001370, 21001974, 21007746, 21009962, 21003451, 18009940, 20005008, 21004397, 21002894, 21000203, 21001970, 21004443, 21002576, 21000758, 21009742, 21008772, 21000826, 21005579, 21003832, 21000847, 21003874, 21001513, 21005008, 21007390, 21008569, 21003223, 21008662, 20006552, 21006057, 21007896, 21008932, 21009707, 21000894, 21007156, 21000013, 21003912, 21008617, 18004273, 21008602, 21000455, 21004045, 21005524, 21008197, 21005055]",60
EVS2302 2,"[21001592, 21004719, 21001981, 21008571, 21002115, 21009376, 21000929, 21004159, 21005510, 21008761, 21009072, 21009194, 21001788, 18003268, 21003433, 20006918, 21004990, 21006213, 21009535, 16008946]",20
EVS2302 3,"[20003270, 20004603, 20001887, 19005667, 20000514, 20002872, 20005083, 20003755, 20004472, 20004599, 20002897, 20001064]",12
EVS2302 4,"[20003089, 20005108, 20005579, 20006249, 20000956, 20005079, 20009434, 16003408, 20002848, 20007448, 20005652, 20006503, 20002573]",13
EVS2302 5CTĐB,"[21003183, 21001978, 21004936, 21003641, 21001540, 21000919, 21004748, 21007412, 21006411, 21004489, 21005428, 21008876, 21001761, 21009078, 21001478, 21008704, 21004945, 21007723, 21005016, 21001550, 21002658, 21004691, 21009787, 21009466, 21007240, 21009056, 21004215, 21004989, 21007816, 21006718, 21000777, 21007742, 20008932, 21004004, 21007682, 21004342, 21005316, 21004613, 21004366, 21008600, 19001489, 21000908, 21007781, 21006129, 21008496, 21001838, 21008047, 21003212, 21000061, 21005458, 21006123, 21002559, 21007031, 21009428, 21007899, 21003804]",56
EVS3158,"[19001655, 19003561, 19002541, 19004926, 19003171, 19007758, 19006391, 19000770, 19005538, 18008602, 19002825, 19008415, 19002667, 19000415, 19003720, 19004580, 19001031, 19001652, 19008806, 19005636, 19006908, 19005397, 19001711, 19006856, 19004827, 19006330, 17005014, 18008903, 19007596, 19007437, 19000775, 19004591, 19006850, 19007155, 19001114, 19009764, 19001158, 19000098, 19003897, 19002845, 19003228, 19009927]",42
EVS3232,"[19001655, 19003561, 19002541, 19004926, 17001243, 18003912, 19003171, 17008293, 19007758, 18002853, 19006391, 19000770, 19005538, 18008602, 19002825, 19008415, 19002667, 19000415, 18007412, 19003720, 19004580, 19001031, 19001652, 19008806, 18008031, 19005636, 19006908, 19005397, 19001711, 18001258, 18001015, 17001547, 18003895, 19006856, 19004827, 18004114, 20003895, 19006330, 18000314, 19007596, 19007437, 19000775, 18004278, 19004591, 19006850, 19007155, 19001114, 19009764, 19001158, 17009381, 18002340, 18001841, 19000098, 19003897, 19002845, 19003228, 18001379, 19009927, 20004223]",59
EVS3241,"[20000203, 20004443, 20005510, 20002576, 20000758, 20001861, 20008772, 17006580, 20004215, 20009194, 20003832, 20003874, 20003347, 20004408, 20005008, 19001703, 20008569, 18004221, 20004004, 18003364, 20003223, 20008182, 17002505, 20008662, 18003067, 20007053, 19005076, 17001547, 16001379, 18007467, 20007896, 20004990, 18005120, 20008182, 20000894, 20007156, 18004659, 20008496, 20009535, 18004969, 17002197, 19002425, 18006876, 17000829, 16006503, 20002853, 20005458, 20008617, 19004908, 20008602, 19009637, 16005601, 20000455, 16008946]",54
EVS3241 2CLCKHMT,"[20008761, 20009742, 20006588, 20003390, 20005238, 20009538, 20007359]",7
EVS3242 1,"[18001996, 21002523, 17006580, 21001925, 20009932, 20006126, 20003152, 20000243, 21003832, 21007640, 16001379, 20009852, 20001015, 21008569, 16000260, 18002233, 18005182, 20000314, 18006876, 20005182, 20002273, 20004803]",22
EVS3242 2,"[21005687, 20008485, 18009428, 20009158, 20007644, 20000929, 20001803, 20007465, 20009264, 18003067, 20008002, 18003268, 20003895, 20007467, 18006929, 20006542, 21007110, 20008903, 20005238, 20006216, 20008733, 20007906]",22
EVS3242 3,"[20005524, 20005055, 20007412, 20001190, 20008031, 20002442, 20006526, 20004257, 20000378, 20009674, 20001258, 20003631, 20000248, 20000333, 20004114, 20007759, 18001741, 20005254, 20005931, 20006133, 20000511, 20006060]",22
EVS3244 1,"[21007345, 19001655, 19007246, 19001064, 19006503, 19002573, 19004028, 19000258, 19006677, 21003801, 19004285, 19000199, 19002667, 19009244, 19005115, 19000969, 19000601, 19001031, 19001741, 19002233, 19000810, 19006407, 19007154, 19007807, 19005636, 19008876, 19006069, 19009897, 16001233, 19003146, 19004650, 19008828, 19006330, 19004299, 19007596, 19004591, 19001687, 19001114, 21003379, 19009764, 19009074, 19000098]",42
EVS3244 2,"[19003561, 19002541, 19004926, 21009557, 18000061, 19007758, 19006391, 19000770, 19005538, 19002825, 21009376, 19008415, 19000415, 18007412, 19003720, 19004580, 19001652, 19008806, 19006908, 21007640, 19001711, 17001547, 19006856, 19004827, 19007437, 21004990, 19007155, 21003212, 19001158, 19003897, 19002845, 19003228, 19009637, 19009927]",34
EVS3245 1,"[21001338, 21006272, 21005059, 21001592, 21004719, 21002045, 21007746, 21004159, 21002894, 21005510, 21000758, 21000826, 18005622, 21000847, 18000339, 21003874, 21001513, 21005008, 21007390, 21004004, 21003223, 21003433, 21000894, 21000013, 21009535, 21003912]",26
EVS3245 2,"[21005950, 21000983, 21007511, 21001370, 21003451, 21004397, 21000203, 21001970, 21004443, 21002576, 21009072, 21009742, 21008772, 21009194, 21001788, 21008662, 21006057, 21007896, 21008932, 21009707, 21007156, 21008617, 21008602, 21000455, 21004045, 21005524, 16008946, 21005055]",28
EVS3248,"[19007246, 19001064, 19006503, 19002573, 19004028, 19000258, 19006677, 21004748, 21001925, 21003801, 19000199, 18002982, 18008990, 19001703, 19009244, 19005115, 19000969, 19000601, 19001741, 19002233, 19000810, 19006407, 19007154, 19007807, 18003364, 19008876, 19006069, 19009897, 19005076, 16001379, 19003146, 19004650, 18003743, 19008828, 21007110, 19004299, 19002425, 19001687, 20005238, 21003379, 19009074, 19004908, 21008485]",43
EVS3250 1,"[20000203, 20005510, 20000758, 20001861, 20008772, 20003832, 20003266, 20003874, 20001788, 20003347, 20004408, 20008569, 20003223, 20008182, 20008662, 20007896, 20004990, 20008182, 20007156, 20008496, 17002197, 20002853, 20005458, 20008617, 20008602]",25
EVS3250 2,"[20004443, 20005008, 20004004, 20007053, 16006115, 20000894, 18006876]",7
EVS3250 3CLCKHMT,"[20008761, 20009742, 20006588, 20003390, 20009538, 20007359]",6
EVS3287,"[19001655, 19003561, 19002541, 19004926, 19003171, 19007758, 19006391, 19000770, 19005538, 19002825, 19008415, 19002667, 19000415, 18007412, 19003720, 19004580, 19001031, 19001652, 19008806, 20006126, 19005636, 20000243, 19006908, 16001233, 19005397, 19001711, 17001547, 19006856, 19004827, 16000260, 19006330, 17005014, 19007596, 19007437, 19000775, 18005182, 19004591, 19006850, 19007155, 19001114, 19009764, 19001158, 19000098, 19003897, 19002845, 20002273, 19003228, 19009927]",48
EVS3402 CTĐB,"[21003183, 21001978, 21004936, 21003641, 21000259, 21001540, 21000919, 21006411, 21004489, 21005428, 21008876, 21001761, 21009078, 21001478, 21008704, 21007723, 21005016, 21001550, 21007626, 21002658, 21004691, 20006989, 21009787, 21009466, 21007240, 21009056, 21004215, 21004989, 21007816, 21006718, 21008569, 21000777, 21007742, 21007682, 21004342, 21005316, 21004613, 21004366, 21008600, 21000908, 21007781, 21006129, 21008496, 21001838, 21008047, 21003212, 21000061, 21005458, 21006123, 21002559, 21007031, 21009428, 21007899, 21003804]",54
EVS3409,"[19007246, 19001064, 19006503, 19002573, 19004028, 19000258, 19006677, 21004748, 21001925, 21003801, 18007359, 19004285, 19000199, 19001703, 19009244, 19005115, 19000969, 19000601, 19001741, 19002233, 19000810, 19006407, 19007154, 19007807, 19008876, 19006069, 19009897, 19005076, 16001379, 19003146, 19004650, 16006115, 19008828, 19004299, 19002425, 19001687, 19009074, 19004908, 18002841]",39
EVS3453,"[20005524, 20008485, 20005055, 20007412, 20009158, 20001190, 20000929, 20001803, 20007465, 20008031, 20002442, 19005667, 20009215, 20009264, 20006126, 20003152, 20000243, 20006526, 20004257, 20000378, 20009674, 20001258, 20009852, 20001015, 20002133, 20003631, 16006115, 20000248, 20003895, 20000333, 20007467, 20004114, 20006542, 20007759, 20005254, 20005931, 20000314, 20006133, 20005182, 20006216, 20000511, 20006060, 20002273, 20004803, 20008733, 20007906]",46
EVS3455,"[20005524, 20008485, 20005055, 18007359, 20009932, 20009158, 20001190, 20000929, 20001803, 20007465, 20008031, 20002442, 19005667, 20009215, 20009264, 20003152, 18009264, 20006526, 18003067, 16001233, 20004257, 20000378, 20009674, 20001258, 20009852, 20001015, 20002133, 20008002, 16000260, 20003631, 20000248, 20003895, 20000333, 17005014, 20007467, 20004114, 20006542, 18008903, 20007759, 20009172, 20005254, 20005931, 20000314, 20006133, 20002233, 20005182, 20006216, 20000511, 20006060, 20004803, 20008733, 20007906]",52
EVS4071 1,"[20004443, 20005510, 20002576, 20001861, 20009194, 20003874, 20004408, 18007412, 20004004, 18000339, 20007053, 21001676, 20004990, 20000894, 20002853, 20008617]",16
EVS4071 2,"[20006404, 20004615, 20000792, 20003968, 20000134, 20000448, 20006665, 20004560, 20003666, 20003476, 20000137, 20000995, 20006975, 20007588, 20004126, 20004644, 20007579, 20000394, 20000206, 20004100, 20003057, 20003682, 20004586]",23
EVS4071 3,"[20000203, 20000758, 20008772, 20003832, 20003266, 20003347, 20005008, 20008569, 18004221, 20003223, 20008182, 20008662, 20003742, 20007461, 20007896, 17005014, 18006929, 20008182, 20007156, 20008496, 18000511, 17002197, 20005458]",23
EVS4071 4,"[20002650, 20007163, 20002183, 20006989, 20009837, 20009166, 18003067, 20002553, 17003756, 20004727, 20006186, 20007501, 20008906, 20002478, 20009616]",15
EVS4071 5,"[20008989, 20000923, 20000691, 20001465, 20000458, 20003136, 20005663, 20001896, 20007932, 20009211, 20004165, 20007023, 20001298, 18008804, 20006098, 20008265, 20006736, 20003300, 20005053, 20008100, 20008602]",21
EVS4071 6,"[20001687, 20007303, 20009308, 20007593, 20009725, 19004285, 20003565, 20008231, 20005143, 20006496, 20008002, 20009535, 20004898, 20001801, 20007178, 20007832, 20003876, 18005893, 20004645, 20004630, 20005461, 20006797, 20005795]",23
EVS4071 7CLCKHMT,"[20008761, 20009742, 20006588, 20005238, 20009538, 20007359]",6
EVS4073 1,"[19003561, 19004926, 19007758, 19006391, 19000770, 19005538, 19008415, 19000415, 19003720, 19001711, 17001547, 18000333, 19006856, 19004827, 19006330, 19007437, 19007155, 19001158, 19003897, 19002845, 19003228, 19009927]",22
EVS4073 2,"[19001655, 18000061, 17008293, 19002825, 19002667, 18007412, 19004580, 19001031, 19001652, 19008806, 19005636, 19006908, 20009852, 18008903, 19007596, 18002233, 18000511, 19004591, 19001114, 19009764, 19000098, 18002841]",22
EVS4073 3CLCCNKTMT,"[19005339, 19003171, 19005397, 19000775, 19006850, 21003804]",6
GEO1050 1,"[21001984, 21004868, 21008035, 20005397, 18003770, 21006089, 21009354, 21003703, 21007109, 21003357, 21003085, 21000108, 20003365, 19007784, 18004449, 20000288, 20005372, 21004744, 21001694, 20009329, 21008452, 20008325, 20007812, 21000556, 21005934, 21008070, 20008303, 20001736, 21001008, 21005576, 21003182, 21001741, 21001567, 20002960, 20007866, 21002815, 21004969, 21008220, 21007234, 18002341, 21002302, 21002211, 19003053, 20006473, 21006588, 21002033, 21003623, 21006249, 21004949, 19008317, 21006379, 21009853, 19000545, 21005079, 21003755, 21005208, 21003296, 20001677, 20006806, 20002964, 21005336, 19004537, 21002136, 20006380, 20006239, 21002891, 21004304, 21004807, 21006362, 20006980, 20004575, 21007045, 19009388, 21003697, 21005503, 20004797, 20006714, 21006004, 20001679, 21001229, 19008248, 21002825, 21008415, 21006160, 21002667, 21007054, 21005105, 20006345, 21000415, 21005045, 21009218, 21008866, 21003000, 21006378, 21006856, 21007991, 20008510, 21001652, 21005636, 21006908]",100
